Basis,Coeff
(Intercept),231.554
h(x0-13.32),11.1958
h(4.12-x5),-2.56845
h(x1-12.52),45.8433
h(12.52-x1),7.8898
h(x2+0.51),-38.1765
h(-0.51-x2),28.4798
h(x0-14.95),-10.5296
h(14.95-x0),-3.14306
h(x6-25.36),-0.171658
h(x6-62.79),1.03062
h(139.83-x6),-0.26503
h(59.59-x6),-0.906117
h(174.29-x6),0.14028
h(109.32-x6),0.213923
h(x6-6.96),-1.01587
h(6.96-x6),1.32136
h(x6-216.74),-0.0687742
h(x6-306.84),0.0986167
h(348.07-x6),-0.340492
h(x4-338.76),-0.0443898
h(338.76-x4),-0.00295898
h(0.59-x2),-32.7666
h(x6-84.17),-0.144923
